Time Interval, Browse Path, Value Source, Data Type
1441,Line2/Filler/State,1,UInt32
1443,Line1/CasePacker/WasteCount,0,UInt32
1443,Line2/CasePacker/WasteCount,0,UInt32
1444,Line1/CasePacker/State,1,UInt32
1444,Line2/CasePacker/State,1,UInt32
1446,Line1/Palletizer/OutfeedCount,8,UInt32
1446,Line2/Palletizer/OutfeedCount,7,UInt32
1447,Line1/Palletizer/State,1,UInt32
1447,Line2/Palletizer/State,1,UInt32
1449,Line1/Filler/InfeedCount,7,UInt32
1449,Line2/Filler/InfeedCount,0,UInt32
1450,Line1/Filler/State,1,UInt32
1450,Line2/Filler/State,1,UInt32
1452,Line1/CasePacker/WasteCount,0,UInt32
1452,Line2/CasePacker/WasteCount,0,UInt32
1453,Line1/CasePacker/State,1,UInt32
1453,Line2/CasePacker/State,1,UInt32
1455,Line1/Palletizer/OutfeedCount,9,UInt32
1455,Line2/Palletizer/OutfeedCount,8,UInt32
1456,Line1/Palletizer/State,1,UInt32
1456,Line2/Palletizer/State,1,UInt32
1458,Line1/Filler/InfeedCount,8,UInt32
1458,Line2/Filler/InfeedCount,1,UInt32
1459,Line1/Filler/State,1,UInt32
1459,Line2/Filler/State,1,UInt32
1461,Line1/CasePacker/WasteCount,0,UInt32
1461,Line2/CasePacker/WasteCount,0,UInt32
1462,Line1/CasePacker/State,1,UInt32
1462,Line2/CasePacker/State,1,UInt32
1464,Line1/Palletizer/OutfeedCount,10,UInt32
1464,Line2/Palletizer/OutfeedCount,9,UInt32
1465,Line1/Palletizer/State,1,UInt32
1465,Line2/Palletizer/State,1,UInt32
1467,Line1/Filler/InfeedCount,9,UInt32
1467,Line2/Filler/InfeedCount,2,UInt32
1468,Line1/Filler/State,1,UInt32
1468,Line2/Filler/State,1,UInt32
1470,Line1/CasePacker/WasteCount,0,UInt32
1470,Line2/CasePacker/WasteCount,0,UInt32
1471,Line1/CasePacker/State,1,UInt32
1471,Line2/CasePacker/State,1,UInt32
1473,Line1/Palletizer/OutfeedCount,0,UInt32
1473,Line2/Palletizer/OutfeedCount,10,UInt32
1474,Line1/Palletizer/State,1,UInt32
1474,Line2/Palletizer/State,1,UInt32
1476,Line1/Filler/InfeedCount,10,UInt32
1476,Line2/Filler/InfeedCount,3,UInt32
1477,Line1/Filler/State,1,UInt32
1477,Line2/Filler/State,1,UInt32
1479,Line1/CasePacker/WasteCount,0,UInt32
1479,Line2/CasePacker/WasteCount,0,UInt32
1480,Line1/CasePacker/State,1,UInt32
1480,Line2/CasePacker/State,1,UInt32
1482,Line1/Palletizer/OutfeedCount,1,UInt32
1482,Line2/Palletizer/OutfeedCount,0,UInt32
1483,Line1/Palletizer/State,1,UInt32
1483,Line2/Palletizer/State,1,UInt32
1485,Line1/Filler/InfeedCount,0,UInt32
1485,Line2/Filler/InfeedCount,4,UInt32
1486,Line1/Filler/State,1,UInt32
1486,Line2/Filler/State,1,UInt32
1488,Line1/CasePacker/WasteCount,0,UInt32
1488,Line2/CasePacker/WasteCount,0,UInt32
1489,Line1/CasePacker/State,1,UInt32
1489,Line2/CasePacker/State,1,UInt32
1491,Line1/Palletizer/OutfeedCount,2,UInt32
1491,Line2/Palletizer/OutfeedCount,1,UInt32
1492,Line1/Palletizer/State,1,UInt32
1492,Line2/Palletizer/State,1,UInt32
1494,Line1/Filler/InfeedCount,1,UInt32
1494,Line2/Filler/InfeedCount,5,UInt32
1495,Line1/Filler/State,1,UInt32
1495,Line2/Filler/State,1,UInt32
1497,Line1/CasePacker/WasteCount,0,UInt32
1497,Line2/CasePacker/WasteCount,0,UInt32
1498,Line1/CasePacker/State,1,UInt32
1498,Line2/CasePacker/State,1,UInt32
1500,Line1/Palletizer/OutfeedCount,3,UInt32
1500,Line2/Palletizer/OutfeedCount,2,UInt32
1501,Line1/Palletizer/State,1,UInt32
1501,Line2/Palletizer/State,1,UInt32
1503,Line1/Filler/InfeedCount,2,UInt32
1503,Line2/Filler/InfeedCount,6,UInt32
1504,Line1/Filler/State,1,UInt32
1504,Line2/Filler/State,1,UInt32
1506,Line1/CasePacker/WasteCount,0,UInt32
1506,Line2/CasePacker/WasteCount,0,UInt32
1507,Line1/CasePacker/State,1,UInt32
1507,Line2/CasePacker/State,1,UInt32
1509,Line1/Palletizer/OutfeedCount,4,UInt32
1509,Line2/Palletizer/OutfeedCount,3,UInt32
1510,Line1/Palletizer/State,1,UInt32
1510,Line2/Palletizer/State,1,UInt32
1512,Line1/Filler/InfeedCount,3,UInt32
1512,Line2/Filler/InfeedCount,7,UInt32
1513,Line1/Filler/State,1,UInt32
1513,Line2/Filler/State,1,UInt32
1515,Line1/CasePacker/WasteCount,0,UInt32
1515,Line2/CasePacker/WasteCount,0,UInt32
1516,Line1/CasePacker/State,1,UInt32
1516,Line2/CasePacker/State,1,UInt32
1518,Line1/Palletizer/OutfeedCount,5,UInt32
1518,Line2/Palletizer/OutfeedCount,4,UInt32
1519,Line1/Palletizer/State,1,UInt32
1519,Line2/Palletizer/State,1,UInt32
1521,Line1/Filler/InfeedCount,4,UInt32
1521,Line2/Filler/InfeedCount,8,UInt32
1522,Line1/Filler/State,1,UInt32
1522,Line2/Filler/State,1,UInt32
1524,Line1/CasePacker/WasteCount,0,UInt32
1524,Line2/CasePacker/WasteCount,0,UInt32
1525,Line1/CasePacker/State,1,UInt32
1525,Line2/CasePacker/State,1,UInt32
1527,Line1/Palletizer/OutfeedCount,6,UInt32
1527,Line2/Palletizer/OutfeedCount,5,UInt32
1528,Line1/Palletizer/State,1,UInt32
1528,Line2/Palletizer/State,1,UInt32
1530,Line1/Filler/InfeedCount,5,UInt32
1530,Line2/Filler/InfeedCount,9,UInt32
1531,Line1/Filler/State,1,UInt32
1531,Line2/Filler/State,1,UInt32
1533,Line1/CasePacker/WasteCount,0,UInt32
1533,Line2/CasePacker/WasteCount,0,UInt32
1534,Line1/CasePacker/State,1,UInt32
1534,Line2/CasePacker/State,1,UInt32
1536,Line1/Palletizer/OutfeedCount,7,UInt32
1536,Line2/Palletizer/OutfeedCount,0,UInt32
1537,Line1/Palletizer/State,1,UInt32
1537,Line2/Palletizer/State,13,UInt32
1539,Line1/Filler/InfeedCount,6,UInt32
1539,Line2/Filler/InfeedCount,10,UInt32
1540,Line1/Filler/State,1,UInt32
1540,Line2/Filler/State,1,UInt32
1542,Line1/CasePacker/WasteCount,0,UInt32
1542,Line2/CasePacker/WasteCount,0,UInt32
1543,Line1/CasePacker/State,1,UInt32
1543,Line2/CasePacker/State,1,UInt32
1545,Line1/Palletizer/OutfeedCount,8,UInt32
1545,Line2/Palletizer/OutfeedCount,0,UInt32
1546,Line1/Palletizer/State,1,UInt32
1546,Line2/Palletizer/State,13,UInt32
1548,Line1/Filler/InfeedCount,7,UInt32
1548,Line2/Filler/InfeedCount,0,UInt32
1549,Line1/Filler/State,1,UInt32
1549,Line2/Filler/State,1,UInt32
1551,Line1/CasePacker/WasteCount,0,UInt32
1551,Line2/CasePacker/WasteCount,0,UInt32
1552,Line1/CasePacker/State,1,UInt32
1552,Line2/CasePacker/State,1,UInt32
1554,Line1/Palletizer/OutfeedCount,9,UInt32
1554,Line2/Palletizer/OutfeedCount,0,UInt32
1555,Line1/Palletizer/State,1,UInt32
1555,Line2/Palletizer/State,1,UInt32
1557,Line1/Filler/InfeedCount,8,UInt32
1557,Line2/Filler/InfeedCount,1,UInt32
1558,Line1/Filler/State,1,UInt32
1558,Line2/Filler/State,1,UInt32
1560,Line1/CasePacker/WasteCount,0,UInt32
1560,Line2/CasePacker/WasteCount,0,UInt32
1561,Line1/CasePacker/State,1,UInt32
1561,Line2/CasePacker/State,1,UInt32
1563,Line1/Palletizer/OutfeedCount,10,UInt32
1563,Line2/Palletizer/OutfeedCount,1,UInt32
1564,Line1/Palletizer/State,1,UInt32
1564,Line2/Palletizer/State,1,UInt32
1566,Line1/Filler/InfeedCount,9,UInt32
1566,Line2/Filler/InfeedCount,2,UInt32
1567,Line1/Filler/State,1,UInt32
1567,Line2/Filler/State,1,UInt32
1569,Line1/CasePacker/WasteCount,0,UInt32
1569,Line2/CasePacker/WasteCount,0,UInt32
1570,Line1/CasePacker/State,1,UInt32
1570,Line2/CasePacker/State,1,UInt32
1572,Line1/Palletizer/OutfeedCount,0,UInt32
1572,Line2/Palletizer/OutfeedCount,2,UInt32
1573,Line1/Palletizer/State,1,UInt32
1573,Line2/Palletizer/State,1,UInt32
1575,Line1/Filler/InfeedCount,10,UInt32
1575,Line2/Filler/InfeedCount,3,UInt32
1576,Line1/Filler/State,1,UInt32
1576,Line2/Filler/State,1,UInt32
1578,Line1/CasePacker/WasteCount,0,UInt32
1578,Line2/CasePacker/WasteCount,0,UInt32
1579,Line1/CasePacker/State,1,UInt32
1579,Line2/CasePacker/State,1,UInt32
1581,Line1/Palletizer/OutfeedCount,1,UInt32
1581,Line2/Palletizer/OutfeedCount,3,UInt32
1582,Line1/Palletizer/State,1,UInt32
1582,Line2/Palletizer/State,1,UInt32
1584,Line1/Filler/InfeedCount,0,UInt32
1584,Line2/Filler/InfeedCount,4,UInt32
1585,Line1/Filler/State,1,UInt32
1585,Line2/Filler/State,1,UInt32
1587,Line1/CasePacker/WasteCount,0,UInt32
1587,Line2/CasePacker/WasteCount,0,UInt32
1588,Line1/CasePacker/State,1,UInt32
1588,Line2/CasePacker/State,1,UInt32
1590,Line1/Palletizer/OutfeedCount,2,UInt32
1590,Line2/Palletizer/OutfeedCount,4,UInt32
1591,Line1/Palletizer/State,1,UInt32
1591,Line2/Palletizer/State,1,UInt32
1593,Line1/Filler/InfeedCount,1,UInt32
1593,Line2/Filler/InfeedCount,5,UInt32
1594,Line1/Filler/State,1,UInt32
1594,Line2/Filler/State,1,UInt32
1596,Line1/CasePacker/WasteCount,0,UInt32
1596,Line2/CasePacker/WasteCount,0,UInt32
1597,Line1/CasePacker/State,1,UInt32
1597,Line2/CasePacker/State,1,UInt32
1599,Line1/Palletizer/OutfeedCount,3,UInt32
1599,Line2/Palletizer/OutfeedCount,5,UInt32
1600,Line1/Palletizer/State,1,UInt32
1600,Line2/Palletizer/State,1,UInt32
1602,Line1/Filler/InfeedCount,2,UInt32
1602,Line2/Filler/InfeedCount,6,UInt32
1603,Line1/Filler/State,1,UInt32
1603,Line2/Filler/State,1,UInt32
1605,Line1/CasePacker/WasteCount,0,UInt32
1605,Line2/CasePacker/WasteCount,0,UInt32
1606,Line1/CasePacker/State,1,UInt32
1606,Line2/CasePacker/State,1,UInt32
1608,Line1/Palletizer/OutfeedCount,4,UInt32
1608,Line2/Palletizer/OutfeedCount,6,UInt32
1609,Line1/Palletizer/State,1,UInt32
1609,Line2/Palletizer/State,1,UInt32
1611,Line1/Filler/InfeedCount,3,UInt32
1611,Line2/Filler/InfeedCount,7,UInt32
1612,Line1/Filler/State,1,UInt32
1612,Line2/Filler/State,1,UInt32
1614,Line1/CasePacker/WasteCount,0,UInt32
1614,Line2/CasePacker/WasteCount,0,UInt32
1615,Line1/CasePacker/State,1,UInt32
1615,Line2/CasePacker/State,1,UInt32
1617,Line1/Palletizer/OutfeedCount,5,UInt32
1617,Line2/Palletizer/OutfeedCount,7,UInt32
1618,Line1/Palletizer/State,1,UInt32
1618,Line2/Palletizer/State,1,UInt32
1620,Line1/Filler/InfeedCount,4,UInt32
1620,Line2/Filler/InfeedCount,8,UInt32
1621,Line1/Filler/State,1,UInt32
1621,Line2/Filler/State,1,UInt32
1623,Line1/CasePacker/WasteCount,0,UInt32
1623,Line2/CasePacker/WasteCount,0,UInt32
1624,Line1/CasePacker/State,1,UInt32
1624,Line2/CasePacker/State,1,UInt32
1626,Line1/Palletizer/OutfeedCount,0,UInt32
1626,Line2/Palletizer/OutfeedCount,8,UInt32
1627,Line1/Palletizer/State,13,UInt32
1627,Line2/Palletizer/State,1,UInt32
1629,Line1/Filler/InfeedCount,5,UInt32
1629,Line2/Filler/InfeedCount,9,UInt32
1630,Line1/Filler/State,1,UInt32
1630,Line2/Filler/State,1,UInt32
1632,Line1/CasePacker/WasteCount,0,UInt32
1632,Line2/CasePacker/WasteCount,0,UInt32
1633,Line1/CasePacker/State,1,UInt32
1633,Line2/CasePacker/State,1,UInt32
1635,Line1/Palletizer/OutfeedCount,0,UInt32
1635,Line2/Palletizer/OutfeedCount,9,UInt32
1636,Line1/Palletizer/State,13,UInt32
1636,Line2/Palletizer/State,1,UInt32
1638,Line1/Filler/InfeedCount,6,UInt32
1638,Line2/Filler/InfeedCount,10,UInt32
1639,Line1/Filler/State,1,UInt32
1639,Line2/Filler/State,1,UInt32
1641,Line1/CasePacker/WasteCount,0,UInt32
1641,Line2/CasePacker/WasteCount,0,UInt32
1642,Line1/CasePacker/State,1,UInt32
1642,Line2/CasePacker/State,1,UInt32
1644,Line1/Palletizer/OutfeedCount,0,UInt32
1644,Line2/Palletizer/OutfeedCount,10,UInt32
1645,Line1/Palletizer/State,13,UInt32
1645,Line2/Palletizer/State,1,UInt32
1647,Line1/Filler/InfeedCount,7,UInt32
1647,Line2/Filler/InfeedCount,0,UInt32
1648,Line1/Filler/State,1,UInt32
1648,Line2/Filler/State,1,UInt32
1650,Line1/CasePacker/WasteCount,0,UInt32
1650,Line2/CasePacker/WasteCount,0,UInt32
1651,Line1/CasePacker/State,1,UInt32
1651,Line2/CasePacker/State,1,UInt32
1653,Line1/Palletizer/OutfeedCount,0,UInt32
1653,Line2/Palletizer/OutfeedCount,0,UInt32
1654,Line1/Palletizer/State,13,UInt32
1654,Line2/Palletizer/State,11,UInt32
1656,Line1/Filler/InfeedCount,8,UInt32
1656,Line2/Filler/InfeedCount,1,UInt32
1657,Line1/Filler/State,1,UInt32
1657,Line2/Filler/State,1,UInt32
1659,Line1/CasePacker/WasteCount,0,UInt32
1659,Line2/CasePacker/WasteCount,0,UInt32
1660,Line1/CasePacker/State,5,UInt32
1660,Line2/CasePacker/State,1,UInt32
1662,Line1/Palletizer/OutfeedCount,0,UInt32
1662,Line2/Palletizer/OutfeedCount,0,UInt32
1663,Line1/Palletizer/State,13,UInt32
1663,Line2/Palletizer/State,11,UInt32
1665,Line1/Filler/InfeedCount,9,UInt32
1665,Line2/Filler/InfeedCount,2,UInt32
1666,Line1/Filler/State,1,UInt32
1666,Line2/Filler/State,1,UInt32
1668,Line1/CasePacker/WasteCount,0,UInt32
1668,Line2/CasePacker/WasteCount,0,UInt32
1669,Line1/CasePacker/State,5,UInt32
1669,Line2/CasePacker/State,1,UInt32
1671,Line1/Palletizer/OutfeedCount,0,UInt32
1671,Line2/Palletizer/OutfeedCount,0,UInt32
1672,Line1/Palletizer/State,13,UInt32
1672,Line2/Palletizer/State,11,UInt32
1674,Line1/Filler/InfeedCount,10,UInt32
1674,Line2/Filler/InfeedCount,3,UInt32
1675,Line1/Filler/State,1,UInt32
1675,Line2/Filler/State,1,UInt32
1677,Line1/CasePacker/WasteCount,1,UInt32
1677,Line2/CasePacker/WasteCount,0,UInt32
1678,Line1/CasePacker/State,5,UInt32
1678,Line2/CasePacker/State,1,UInt32
1680,Line1/Palletizer/OutfeedCount,0,UInt32
1680,Line2/Palletizer/OutfeedCount,0,UInt32
1681,Line1/Palletizer/State,13,UInt32
1681,Line2/Palletizer/State,11,UInt32
1683,Line1/Filler/InfeedCount,0,UInt32
1683,Line2/Filler/InfeedCount,4,UInt32
1684,Line1/Filler/State,5,UInt32
1684,Line2/Filler/State,1,UInt32
1686,Line1/CasePacker/WasteCount,2,UInt32
1686,Line2/CasePacker/WasteCount,0,UInt32
1687,Line1/CasePacker/State,5,UInt32
1687,Line2/CasePacker/State,1,UInt32
1689,Line1/Palletizer/OutfeedCount,0,UInt32
1689,Line2/Palletizer/OutfeedCount,0,UInt32
1690,Line1/Palletizer/State,13,UInt32
1690,Line2/Palletizer/State,11,UInt32
1692,Line1/Filler/InfeedCount,0,UInt32
1692,Line2/Filler/InfeedCount,5,UInt32
1693,Line1/Filler/State,5,UInt32
1693,Line2/Filler/State,1,UInt32
1695,Line1/CasePacker/WasteCount,3,UInt32
1695,Line2/CasePacker/WasteCount,0,UInt32
1696,Line1/CasePacker/State,5,UInt32
1696,Line2/CasePacker/State,1,UInt32
1698,Line1/Palletizer/OutfeedCount,0,UInt32
1698,Line2/Palletizer/OutfeedCount,0,UInt32
1699,Line1/Palletizer/State,13,UInt32
1699,Line2/Palletizer/State,11,UInt32
1701,Line1/Filler/InfeedCount,0,UInt32
1701,Line2/Filler/InfeedCount,6,UInt32
1702,Line1/Filler/State,5,UInt32
1702,Line2/Filler/State,1,UInt32
1704,Line1/CasePacker/WasteCount,4,UInt32
1704,Line2/CasePacker/WasteCount,0,UInt32
1705,Line1/CasePacker/State,5,UInt32
1705,Line2/CasePacker/State,5,UInt32
1707,Line1/Palletizer/OutfeedCount,0,UInt32
1707,Line2/Palletizer/OutfeedCount,0,UInt32
1708,Line1/Palletizer/State,13,UInt32
1708,Line2/Palletizer/State,11,UInt32
1710,Line1/Filler/InfeedCount,0,UInt32
1710,Line2/Filler/InfeedCount,7,UInt32
1711,Line1/Filler/State,5,UInt32
1711,Line2/Filler/State,1,UInt32
1713,Line1/CasePacker/WasteCount,5,UInt32
1713,Line2/CasePacker/WasteCount,0,UInt32
1714,Line1/CasePacker/State,5,UInt32
1714,Line2/CasePacker/State,5,UInt32
1716,Line1/Palletizer/OutfeedCount,0,UInt32
1716,Line2/Palletizer/OutfeedCount,0,UInt32
1717,Line1/Palletizer/State,13,UInt32
1717,Line2/Palletizer/State,11,UInt32
1719,Line1/Filler/InfeedCount,0,UInt32
1719,Line2/Filler/InfeedCount,8,UInt32
1720,Line1/Filler/State,1,UInt32
1720,Line2/Filler/State,1,UInt32
1722,Line1/CasePacker/WasteCount,0,UInt32
1722,Line2/CasePacker/WasteCount,0,UInt32
1723,Line1/CasePacker/State,1,UInt32
1723,Line2/CasePacker/State,5,UInt32
1725,Line1/Palletizer/OutfeedCount,0,UInt32
1725,Line2/Palletizer/OutfeedCount,0,UInt32
1726,Line1/Palletizer/State,6,UInt32
1726,Line2/Palletizer/State,11,UInt32
1728,Line1/Filler/InfeedCount,1,UInt32
1728,Line2/Filler/InfeedCount,9,UInt32
1729,Line1/Filler/State,1,UInt32
1729,Line2/Filler/State,1,UInt32
1731,Line1/CasePacker/WasteCount,0,UInt32
1731,Line2/CasePacker/WasteCount,0,UInt32
1732,Line1/CasePacker/State,1,UInt32
1732,Line2/CasePacker/State,5,UInt32
1734,Line1/Palletizer/OutfeedCount,0,UInt32
1734,Line2/Palletizer/OutfeedCount,0,UInt32
1735,Line1/Palletizer/State,6,UInt32
1735,Line2/Palletizer/State,11,UInt32
1737,Line1/Filler/InfeedCount,2,UInt32
1737,Line2/Filler/InfeedCount,0,UInt32
1738,Line1/Filler/State,1,UInt32
1738,Line2/Filler/State,5,UInt32
1740,Line1/CasePacker/WasteCount,0,UInt32
1740,Line2/CasePacker/WasteCount,0,UInt32
1741,Line1/CasePacker/State,1,UInt32
1741,Line2/CasePacker/State,5,UInt32
1743,Line1/Palletizer/OutfeedCount,0,UInt32
1743,Line2/Palletizer/OutfeedCount,0,UInt32
1744,Line1/Palletizer/State,6,UInt32
1744,Line2/Palletizer/State,11,UInt32
1746,Line1/Filler/InfeedCount,3,UInt32
1746,Line2/Filler/InfeedCount,0,UInt32
1747,Line1/Filler/State,1,UInt32
1747,Line2/Filler/State,5,UInt32
1749,Line1/CasePacker/WasteCount,0,UInt32
1749,Line2/CasePacker/WasteCount,0,UInt32
1750,Line1/CasePacker/State,1,UInt32
1750,Line2/CasePacker/State,5,UInt32
1752,Line1/Palletizer/OutfeedCount,0,UInt32
1752,Line2/Palletizer/OutfeedCount,0,UInt32
1753,Line1/Palletizer/State,6,UInt32
1753,Line2/Palletizer/State,11,UInt32
1755,Line1/Filler/InfeedCount,4,UInt32
1755,Line2/Filler/InfeedCount,0,UInt32
1756,Line1/Filler/State,1,UInt32
1756,Line2/Filler/State,5,UInt32
1758,Line1/CasePacker/WasteCount,0,UInt32
1758,Line2/CasePacker/WasteCount,0,UInt32
1759,Line1/CasePacker/State,1,UInt32
1759,Line2/CasePacker/State,5,UInt32
1761,Line1/Palletizer/OutfeedCount,0,UInt32
1761,Line2/Palletizer/OutfeedCount,0,UInt32
1762,Line1/Palletizer/State,6,UInt32
1762,Line2/Palletizer/State,11,UInt32
1764,Line1/Filler/InfeedCount,5,UInt32
1764,Line2/Filler/InfeedCount,0,UInt32
1765,Line1/Filler/State,1,UInt32
1765,Line2/Filler/State,5,UInt32
1767,Line1/CasePacker/WasteCount,0,UInt32
1767,Line2/CasePacker/WasteCount,0,UInt32
1768,Line1/CasePacker/State,1,UInt32
1768,Line2/CasePacker/State,5,UInt32
1770,Line1/Palletizer/OutfeedCount,5,UInt32
1770,Line2/Palletizer/OutfeedCount,0,UInt32
1771,Line1/Palletizer/State,1,UInt32
1771,Line2/Palletizer/State,11,UInt32
1773,Line1/Filler/InfeedCount,6,UInt32
1773,Line2/Filler/InfeedCount,0,UInt32
1774,Line1/Filler/State,1,UInt32
1774,Line2/Filler/State,5,UInt32
1776,Line1/CasePacker/WasteCount,0,UInt32
1776,Line2/CasePacker/WasteCount,0,UInt32
1777,Line1/CasePacker/State,1,UInt32
1777,Line2/CasePacker/State,5,UInt32
1779,Line1/Palletizer/OutfeedCount,6,UInt32
1779,Line2/Palletizer/OutfeedCount,0,UInt32
1780,Line1/Palletizer/State,1,UInt32
1780,Line2/Palletizer/State,11,UInt32
1782,Line1/Filler/InfeedCount,7,UInt32
1782,Line2/Filler/InfeedCount,0,UInt32
1783,Line1/Filler/State,1,UInt32
1783,Line2/Filler/State,5,UInt32
1785,Line1/CasePacker/WasteCount,0,UInt32
1785,Line2/CasePacker/WasteCount,0,UInt32
1786,Line1/CasePacker/State,1,UInt32
1786,Line2/CasePacker/State,5,UInt32
1788,Line1/Palletizer/OutfeedCount,7,UInt32
1788,Line2/Palletizer/OutfeedCount,0,UInt32
1789,Line1/Palletizer/State,1,UInt32
1789,Line2/Palletizer/State,11,UInt32
1791,Line1/Filler/InfeedCount,8,UInt32
1791,Line2/Filler/InfeedCount,0,UInt32
1792,Line1/Filler/State,1,UInt32
1792,Line2/Filler/State,5,UInt32
1794,Line1/CasePacker/WasteCount,0,UInt32
1794,Line2/CasePacker/WasteCount,0,UInt32
1795,Line1/CasePacker/State,1,UInt32
1795,Line2/CasePacker/State,5,UInt32
1797,Line1/Palletizer/OutfeedCount,8,UInt32
1797,Line2/Palletizer/OutfeedCount,0,UInt32
1798,Line1/Palletizer/State,1,UInt32
1798,Line2/Palletizer/State,11,UInt32
1800,Line1/Filler/InfeedCount,9,UInt32
1800,Line2/Filler/InfeedCount,0,UInt32
1801,Line1/Filler/State,1,UInt32
1801,Line2/Filler/State,5,UInt32
1803,Line1/CasePacker/WasteCount,0,UInt32
1803,Line2/CasePacker/WasteCount,0,UInt32
1804,Line1/CasePacker/State,1,UInt32
1804,Line2/CasePacker/State,5,UInt32
1806,Line1/Palletizer/OutfeedCount,9,UInt32
1806,Line2/Palletizer/OutfeedCount,0,UInt32
1807,Line1/Palletizer/State,1,UInt32
1807,Line2/Palletizer/State,11,UInt32
1809,Line1/Filler/InfeedCount,10,UInt32
1809,Line2/Filler/InfeedCount,0,UInt32
1810,Line1/Filler/State,1,UInt32
1810,Line2/Filler/State,5,UInt32
1812,Line1/CasePacker/WasteCount,0,UInt32
1812,Line2/CasePacker/WasteCount,0,UInt32
1813,Line1/CasePacker/State,1,UInt32
1813,Line2/CasePacker/State,5,UInt32
1815,Line1/Palletizer/OutfeedCount,10,UInt32
1815,Line2/Palletizer/OutfeedCount,0,UInt32
1816,Line1/Palletizer/State,1,UInt32
1816,Line2/Palletizer/State,11,UInt32
1818,Line1/Filler/InfeedCount,0,UInt32
1818,Line2/Filler/InfeedCount,0,UInt32
1819,Line1/Filler/State,1,UInt32
1819,Line2/Filler/State,5,UInt32
1821,Line1/CasePacker/WasteCount,0,UInt32
1821,Line2/CasePacker/WasteCount,0,UInt32
1822,Line1/CasePacker/State,1,UInt32
1822,Line2/CasePacker/State,5,UInt32
1824,Line1/Palletizer/OutfeedCount,0,UInt32
1824,Line2/Palletizer/OutfeedCount,0,UInt32
1825,Line1/Palletizer/State,1,UInt32
1825,Line2/Palletizer/State,11,UInt32
1827,Line1/Filler/InfeedCount,1,UInt32
1827,Line2/Filler/InfeedCount,0,UInt32
1828,Line1/Filler/State,1,UInt32
1828,Line2/Filler/State,1,UInt32
1830,Line1/CasePacker/WasteCount,0,UInt32
1830,Line2/CasePacker/WasteCount,0,UInt32
1831,Line1/CasePacker/State,1,UInt32
1831,Line2/CasePacker/State,1,UInt32
1833,Line1/Palletizer/OutfeedCount,1,UInt32
1833,Line2/Palletizer/OutfeedCount,0,UInt32
1834,Line1/Palletizer/State,1,UInt32
1834,Line2/Palletizer/State,1,UInt32
1836,Line1/Filler/InfeedCount,2,UInt32
1836,Line2/Filler/InfeedCount,1,UInt32
1837,Line1/Filler/State,1,UInt32
1837,Line2/Filler/State,1,UInt32
1839,Line1/CasePacker/WasteCount,0,UInt32
1839,Line2/CasePacker/WasteCount,0,UInt32
1840,Line1/CasePacker/State,1,UInt32
1840,Line2/CasePacker/State,1,UInt32
1842,Line1/Palletizer/OutfeedCount,2,UInt32
1842,Line2/Palletizer/OutfeedCount,1,UInt32
1843,Line1/Palletizer/State,1,UInt32
1843,Line2/Palletizer/State,1,UInt32
1845,Line1/Filler/InfeedCount,3,UInt32
1845,Line2/Filler/InfeedCount,2,UInt32
1846,Line1/Filler/State,1,UInt32
1846,Line2/Filler/State,1,UInt32
1848,Line1/CasePacker/WasteCount,0,UInt32
1848,Line2/CasePacker/WasteCount,0,UInt32
1849,Line1/CasePacker/State,1,UInt32
1849,Line2/CasePacker/State,1,UInt32
1851,Line1/Palletizer/OutfeedCount,3,UInt32
1851,Line2/Palletizer/OutfeedCount,2,UInt32
1852,Line1/Palletizer/State,1,UInt32
1852,Line2/Palletizer/State,1,UInt32
1854,Line1/Filler/InfeedCount,4,UInt32
1854,Line2/Filler/InfeedCount,3,UInt32
1855,Line1/Filler/State,1,UInt32
1855,Line2/Filler/State,1,UInt32
1857,Line1/CasePacker/WasteCount,0,UInt32
1857,Line2/CasePacker/WasteCount,0,UInt32
1858,Line1/CasePacker/State,1,UInt32
1858,Line2/CasePacker/State,1,UInt32
1860,Line1/Palletizer/OutfeedCount,4,UInt32
1860,Line2/Palletizer/OutfeedCount,3,UInt32
1861,Line1/Palletizer/State,1,UInt32
1861,Line2/Palletizer/State,1,UInt32
1863,Line1/Filler/InfeedCount,5,UInt32
1863,Line2/Filler/InfeedCount,4,UInt32
1864,Line1/Filler/State,1,UInt32
1864,Line2/Filler/State,1,UInt32
1866,Line1/CasePacker/WasteCount,0,UInt32
1866,Line2/CasePacker/WasteCount,0,UInt32
1867,Line1/CasePacker/State,1,UInt32
1867,Line2/CasePacker/State,1,UInt32
1869,Line1/Palletizer/OutfeedCount,5,UInt32
1869,Line2/Palletizer/OutfeedCount,4,UInt32
1870,Line1/Palletizer/State,1,UInt32
1870,Line2/Palletizer/State,1,UInt32
1872,Line1/Filler/InfeedCount,6,UInt32
1872,Line2/Filler/InfeedCount,5,UInt32
1873,Line1/Filler/State,1,UInt32
1873,Line2/Filler/State,1,UInt32
1875,Line1/CasePacker/WasteCount,0,UInt32
1875,Line2/CasePacker/WasteCount,0,UInt32
1876,Line1/CasePacker/State,1,UInt32
1876,Line2/CasePacker/State,1,UInt32
1878,Line1/Palletizer/OutfeedCount,6,UInt32
1878,Line2/Palletizer/OutfeedCount,5,UInt32
1879,Line1/Palletizer/State,1,UInt32
1879,Line2/Palletizer/State,1,UInt32
1881,Line1/Filler/InfeedCount,7,UInt32
